OrderID,CustomerID,OrderDate,ShipmentDate,DeliveryDate,ShipmentMode,ProductCategory,ProductID,Quantity,UnitPrice,TotalPrice,Discount,ShippingCost,OrderStatus,SourceCity,SourceState,DestinationCity,DestinationState,DeliveryTimeDays,Carrier
16b80998-233c-4ac1-ae62-cfb75886eeff,1870f30c-7ae7-4591-984c-3cde1ee197cf,2023-06-22,2024-08-02,2024-08-03,Air,Clothing,1640fffb-2d01-4d31-9c3c-ece7a35db645,66,83.23287137549963,3041.194178732263,0.43389692127160895,37.456390045558074,Shipped,Greenport,Texas,Holmesmouth,New York,17.596937262153666,Amazon Logistics
bd3a1deb-038f-45ae-a45f-1ea2b5d1399f,dcc62e38-acb2-45c6-9fe1-4ff32972b2f1,2024-04-09,2024-04-11,2024-05-16,Road,Books,f249f69c-b004-4d44-bccf-0bbafac2b8bb,88,115.3897796520618,6539.143859327435,0.33135566948709383,13.791946998625727,Shipped,South Tonimouth,Texas,Lake Josephborough,California,17.545941317808424,Amazon Logistics
7b317bf0-dcbb-4ba7-b6d3-8dda0b7c8acc,3db89cfb-5ca3-42fd-8e84-3010617057e9,2023-12-27,2024-01-16,2024-04-20,Air,Clothing,d40e25dd-864b-4caa-a906-099dacbea682,5,62.703596295822685,178.0012695007352,0.42122039103182707,52.05450554035741,Shipped,Williamsview,Florida,Port Jose,Florida,10.983735994374944,Amazon Logistics
84b53a2d-1482-4aa5-85b6-4be9df903532,adfa9d83-1c85-467d-a478-4783e98c87b5,2023-04-17,2024-01-05,2024-06-16,Rail,Food,06f7623c-8d43-4a2f-ae39-1c56be38e9e1,80,153.328519269891,8125.233246066469,0.3306835421771086,38.68566474809999,Shipped,East George,Florida,Kingland,California,20.1685977215319,Amazon Logistics
2c8cfbb7-cf6b-4665-9bea-825e326e429a,f68b4f8f-bf53-443f-99df-135277c3bd5d,2024-01-10,2024-06-08,2024-07-24,Air,Books,b384c1ee-483f-4dee-b119-2374b9301aaf,71,91.66992761261181,3828.1631935362657,0.38891756643345554,13.773396697131405,Shipped,Kennedyshire,Texas,Lake Williamfort,New York,27.207530133020057,Amazon Logistics
398f997b-d3ee-4c3c-bd96-b258c990cd50,25571122-7106-44a7-a6d3-c13274100f6f,2023-05-03,2023-10-13,2024-02-29,Road,Furniture,ab3a5752-bb3b-4c03-b6b7-19964f8dfb17,95,59.764517799797346,3965.4730988080905,0.29486065554616403,55.552949785003996,Shipped,New Scottstad,Florida,New Kevin,Texas,24.284174306026785,DHL
ce781048-c6b9-425f-a1f0-4aa9e40897c0,3e464963-c56e-4d47-94be-1d6219998cee,2023-05-05,2024-01-31,2024-03-26,Rail,Food,9c21361f-cd5d-4a4d-a2d7-284099de22e4,8,85.77506909664932,409.53351981191463,0.40817063895794403,28.648535760168024,Shipped,Jonestown,Illinois,Lake Andrewport,New York,22.187179870059047,USPS
fb4e14dc-7064-4b3b-8e74-4e35a58fe6fb,55bd7d7c-cc59-4cfb-bb56-2aa325c0a1b6,2022-09-12,2022-11-07,2024-07-24,Sea,Books,da90c850-e481-466a-8a1f-d1e2312e2048,33,110.2300861844122,2022.6592782624064,0.4290669966342986,48.58363998924677,Shipped,Garytown,Texas,Port Stephen,Illinois,10.885566070229252,Amazon Logistics
695b887e-bc09-4322-9139-de02109d51ce,1855762f-e490-46d7-a59c-0619f585a062,2024-01-04,2024-08-03,2024-08-03,Rail,Clothing,4ed24861-a526-4b3f-8042-b5d8ca090e69,7,44.083989471534686,186.71434773947985,0.3925621395543782,20.60128991168773,Cancelled,Lake Erica,New York,Campbellview,Illinois,10.901122760856271,DHL
0e5f582b-dbf0-4ae5-bb49-937f0de3fe24,985b4f64-0a16-4f9f-bab0-196cced42683,2023-06-29,2024-06-17,2024-07-23,Air,Furniture,2acf3b39-9132-4aba-bd92-59dc8e36a880,50,62.37312738814133,1806.7043502435567,0.3976770536512907,40.99428051397903,Shipped,Holmesfort,California,Sharonmouth,Texas,9.151588762435694,USPS
0a8571d5-e546-4f54-9855-4e401de7348f,6ac46b8a-bef9-4a1f-872b-f617deccd8d8,2024-03-05,2024-04-08,2024-04-10,Rail,Electronics,dfc6c90a-79d7-4456-aef9-4535331347b0,94,35.56142608628625,1790.419629230174,0.4439651721617761,60.50502637987743,Cancelled,Michelleburgh,California,Mooreborough,Illinois,19.60651487972795,Amazon Logistics
7553e383-45ab-4719-9ee2-b3b18fda36ec,fb98cadc-6159-42ea-bbaf-339ebf81cebc,2023-10-21,2023-12-16,2024-06-05,Sea,Clothing,5368c256-f144-41b0-8a8f-02d11a033475,57,79.86381675109232,2722.412180796822,0.3947857653008668,22.670434689292847,Shipped,New Rachel,Illinois,New Michaelview,Illinois,2.9538003488047355,DHL
f7bd1261-4f0e-4a46-8713-caac09db5186,0511c20c-8623-4139-98c7-689ff0fd088b,2022-08-29,2024-02-13,2024-06-21,Rail,Clothing,3c759f5c-e65d-42be-a916-9e7a69c8b278,80,323.73554504503625,18668.13589129227,0.29529637692615907,38.98105655552805,Shipped,New Aaron,Florida,Gonzalezview,Texas,16.791234411302472,Amazon Logistics
a3aca72b-de58-4055-883f-3ccbe9400032,486177e6-c1e8-4f9e-8d4d-af2e4ddb4f26,2023-03-21,2023-10-13,2023-12-23,Rail,Books,b9f88cb5-73fc-46b1-b470-defd19defe0b,63,107.62843115567544,4121.982366685861,0.39358487958948196,22.543524965583536,Shipped,Davidburgh,New York,Lewisfurt,California,9.854052238835484,USPS
844563f3-f78e-451d-b7b1-4e3d181b2746,cf41e081-1088-43a1-8a45-1db145ebd86e,2024-07-27,2024-07-29,2024-07-29,Road,Food,be577c8c-2612-4305-8c9c-79b5af0f27d3,34,87.6178258392894,1700.3677139360543,0.41516872460601606,43.290862186914744,Cancelled,Michaelmouth,Illinois,South Jasonton,Florida,16.262384615698533,USPS
2f0ed358-56ac-4142-8b47-4e5c6e59ee85,73864bcb-9707-47fc-9e55-ff450bde671e,2023-01-18,2024-03-12,2024-07-05,Road,Clothing,b1ab9a4d-8902-4cbe-8727-d5d1f736e60f,67,127.94112599667554,5683.234342640387,0.36668206088267996,15.856127791429564,Shipped,East Sharon,Texas,East Matthew,California,9.622540491034613,Amazon Logistics
e6217299-52f5-4e1f-b8a1-f88433785d1a,44ed0cf2-f6ce-49f3-8a76-32f03cb850c9,2023-08-10,2024-01-13,2024-07-26,Road,Books,1d0615bd-1100-42c8-8766-fe526635b6e4,37,222.91315705859307,4358.482728276377,0.44846313118772585,36.662023281720465,Shipped,West Christineburgh,New York,Port Angela,California,13.232359347102864,USPS
b2be835e-781f-445f-a8f5-e50aa4b59938,6075b614-5e68-4fc7-bfca-c85f34bf37d2,2023-06-13,2024-06-29,2024-07-31,Rail,Books,71d75e37-7e82-44dd-85db-d823997764e9,19,300.113051380082,3228.358960718473,0.4078739062015423,10.16975790972117,Shipped,East Mark,Florida,Port Edwinland,California,20.920490905580305,Amazon Logistics
2d5356a0-b148-439f-bf2d-a65f8e1931a6,1c191655-814d-4976-a94d-ea20f797f81e,2023-01-16,2023-05-22,2024-02-07,Air,Books,cb528717-5110-485c-b79a-1c093a671bf9,7,76.85975494154546,284.4941507086252,0.4593613189204637,49.134209288504515,Cancelled,South Brianfurt,New York,Fosterton,Texas,21.474019441722866,UPS
3b9cdb1d-e211-4267-92bb-3e1f17b7165e,128f1181-a6b5-41bd-bc46-74f2bb022f0c,2024-04-01,2024-05-15,2024-06-30,Rail,Clothing,b0921ed5-82b8-4a71-958b-e877aefbd11e,20,127.61137582438093,1735.0667071776945,0.31915359549908506,68.1228362276719,Shipped,Michaelbury,Illinois,East Tyler,Illinois,16.30908814064666,Amazon Logistics
cb139bb3-93af-4c2c-aa35-a991c36329e4,d85c6b89-fd75-43f2-b107-933fd5fa2f32,2024-07-23,2024-07-31,2024-08-04,Sea,Food,edf8af78-80ed-4b0c-bf6c-8a0d9225c3ed,48,87.5947722484777,2726.8797303519264,0.37588858801620895,7.68946177207836,Returned,Johnberg,Texas,North Samantha,New York,5.270447687976724,Amazon Logistics
da6129ae-c033-4cae-a69d-8081779c9b84,df6bf558-3e4f-4486-a6c3-7db02f0aa71d,2024-06-28,2024-07-14,2024-07-26,Road,Books,df0ae9b2-6784-4fce-a969-153922919717,15,93.02142583114002,800.3431003174849,0.4270325742527328,32.5132809427879,Shipped,North Jenny,Florida,Mayborough,Texas,15.587083457142604,Amazon Logistics
8a928cb5-9529-4106-943f-7bcbb1c4f9d6,51f84a59-b308-4eac-b551-8bb2d046cf81,2024-02-25,2024-06-24,2024-06-27,Rail,Food,e9a98a0f-8e3e-4c0b-b348-fc37ac38c65d,56,197.0045594703775,7082.687944893841,0.35794588286086376,6.4612547652228365,Shipped,Port Jeffmouth,Florida,Christopherside,Texas,9.31230097529754,Amazon Logistics
8c4c8028-6ea5-48ce-98ec-27d38dcc0186,502d0234-0fd3-4c9c-ba6a-d180569a7241,2024-03-24,2024-07-16,2024-07-31,Sea,Electronics,2560c9e4-7edf-4bab-b610-34921aea8888,23,147.24662104860013,1835.6339054249092,0.4815087356796647,40.4663425665965,Shipped,Thomasmouth,Illinois,South Jillianchester,Texas,21.804081540255087,DHL
6eb4a67a-cb6a-42dc-9e3d-4514a274d99c,18d864d6-f219-499a-9994-2beb5799ba4e,2024-08-02,2024-08-04,2024-08-04,Road,Clothing,0c7d558f-02c8-42bc-ae8b-e373e52095e7,33,19.765028101293485,364.00006931838135,0.4562273487858338,56.01451736742546,Shipped,Lake Seth,Florida,Bettybury,Florida,19.86835486964428,Amazon Logistics
6561a597-c8cc-41c3-b710-e520e48657c1,8bab7ab2-8a31-479d-b97c-5499438c652e,2023-08-01,2024-03-25,2024-07-28,Rail,Clothing,95903d1a-d4db-4622-b8c1-7ad06935958d,57,137.29748547693777,4513.1857826013165,0.4154809551754618,21.479847709514228,Shipped,Lake Bethanymouth,Illinois,West Lindaport,Florida,17.34823718061878,Amazon Logistics
4b56c131-46d9-43f3-9a5e-e161bb431ad0,03f5a982-7c88-4170-8d7b-2199a89a75bd,2024-06-08,2024-07-26,2024-07-27,Air,Books,c078a2a7-55e2-4029-8f98-9d0ec37da932,25,56.25501342550087,725.5620547503097,0.4765039582311791,53.40238439171969,Returned,Port Jeremyview,Illinois,Josephview,Texas,19.63077572105547,USPS
14c05485-0817-425d-8539-cf0c0007cfa7,1dc58db6-fa3f-4bd4-a228-feba911b72a2,2022-11-05,2023-11-25,2024-06-23,Sea,Clothing,56ec5b48-9d98-4f13-b889-b216270c17d6,79,25.871144466158434,1444.7456450317811,0.26186027169366083,40.42810663645801,Shipped,Aprilberg,Florida,North Michaelview,Florida,24.07756023283015,UPS
c2c3013d-739c-460e-a71f-d70b6b9bd936,28366d49-cb73-4d33-b019-aa516f1abda0,2022-10-04,2023-04-10,2024-01-19,Air,Books,e8df4bc8-e0ba-4c59-9655-f55a1354be95,62,101.94260755075523,3318.9904391373916,0.4493280565469435,34.96021218746459,Shipped,Katrinamouth,Florida,Jacksonton,Texas,7.732709258492806,Amazon Logistics
056a04d0-4e38-4f7e-ad06-e2d8a1b61965,38f7f805-a5f6-44d9-8aa9-d8eb1f8355f0,2022-11-22,2024-05-18,2024-07-07,Road,Books,faae5871-d0bb-415e-b277-bcd3d03ffa00,76,216.7669919129619,9266.168932027616,0.46080123199020395,8.263772390816602,Shipped,North Joel,California,North David,New York,14.999425849713493,USPS
5841112c-ea15-4e43-a076-cac22ece9f82,ccec2f07-a7bb-4cac-8c89-1efeefc6856d,2024-03-13,2024-04-02,2024-07-20,Sea,Food,204bc04b-869e-44b0-ab03-68530266397f,94,39.5894824426699,1977.3705001638557,0.4599439951549378,13.458387287644944,Shipped,Davidmouth,Texas,Garciaberg,Illinois,12.573670792741742,Amazon Logistics
4892b737-61c1-4447-8cb0-8aeddd6e19e8,70692212-532f-41ea-96e8-bc3b0f48fa41,2024-05-26,2024-07-11,2024-07-30,Rail,Electronics,4854e4d3-637d-45bf-9370-5cbae20c8b80,29,122.91368857885314,1984.3598888643799,0.4351582326128365,9.292543083608535,Shipped,North Williamstad,Texas,North Sarahbury,New York,15.670557020520068,DHL
52793166-f3e6-4c54-a7df-2692a4569c25,f3948fc7-570d-40c4-8d5b-271d97d9cac1,2023-10-21,2024-06-10,2024-07-03,Sea,Books,6bce66ca-d07f-48f9-8511-e721fbfeafff,85,90.93393127682869,4237.750090901043,0.43088244193024106,11.994211579081368,Shipped,Wilsonport,Illinois,Simmonsburgh,Texas,8.139953528264062,Amazon Logistics
d0e41125-8218-4e6d-9eb8-d737b93d325b,b14994b1-2ff5-4c66-b235-7d5b2d4558a6,2023-11-21,2024-05-09,2024-05-20,Road,Electronics,d1fedc99-a01b-4ebc-ac0d-79cc7474e8e9,38,21.831387151520058,516.671839644017,0.35641874351422587,29.69839702004652,Shipped,Vasquezburgh,New York,East Erin,New York,9.797705958840451,USPS
0bc21f20-7b2a-4cbe-8c58-bd36a3025129,2c892221-fbe8-41e2-ba6a-979b98d9589a,2023-11-12,2023-12-11,2024-07-31,Sea,Electronics,44d36ab6-61c3-461a-bc2b-dcab9808684e,82,99.31205712066591,5104.391285309255,0.3658881844053478,31.509721288075948,Shipped,Tonitown,Texas,New David,Texas,17.446591452246544,Amazon Logistics
e1e4ce6f-caea-4c79-9c96-37c572db54d6,03b8c03f-637c-43aa-9335-d57be5dd1a4a,2024-05-08,2024-05-24,2024-07-07,Air,Food,be2effdb-74e2-4b34-ac18-7dbb69838104,77,303.66730687072345,16620.651253224158,0.321889076692108,29.442723969163893,Cancelled,Johnfurt,Illinois,New Deannaton,California,1.2972432048714273,USPS
acc79cb4-3e8d-4547-81cb-6607821a2638,e6c837b2-586b-42c1-8cbb-6a58dc1d4095,2023-05-01,2024-06-17,2024-08-02,Air,Food,5ae44202-24a3-4d4f-bc02-486a46ca5621,66,133.17808938956057,6111.878873348192,0.33251305420160515,60.04740941832516,Shipped,Lake Donnatown,California,Torrestown,New York,24.656470599025187,USPS
388d33c0-1be8-4f60-bded-851808fca480,9cf0d776-ae9c-4e71-a035-044dd2e31866,2022-11-22,2023-08-20,2024-03-31,Sea,Food,d2a298ab-870e-4643-9561-7628dd5d3496,43,102.48381211448286,2504.1690957950045,0.4544414937203852,24.464955221751264,Shipped,East Steven,Florida,New Clayton,Florida,14.433806677540638,UPS
55ddbda9-5f93-4fed-947f-9f06cdd5bc45,44f2a35b-c905-43f2-8359-58a65583d764,2024-01-22,2024-06-27,2024-07-02,Air,Food,5ae29adc-c8bc-4d7f-92b1-f498d4ea6674,8,80.1878144555695,445.1299286995631,0.32658101262409794,19.7978816423775,Shipped,Yangland,California,South Jeremy,Texas,11.137217121671394,USPS
c0bc21a0-1b85-41e2-8116-2025e9de722e,bd85f18d-3df8-48ea-b874-eee563fb3dce,2023-10-25,2024-01-18,2024-05-24,Rail,Books,5da06ff3-b0eb-4658-985e-ae4ac97783aa,88,86.3035867509155,4078.9143952477866,0.459777281844751,30.79808602104438,Shipped,Hunterburgh,California,Thomashaven,Texas,12.456491700851805,Amazon Logistics
c184fd04-6514-4d5a-953c-73db5b3172a7,f92f8eb0-7e8f-4d22-8d2a-3beb67ef9477,2023-08-13,2024-02-19,2024-07-30,Rail,Books,2c997365-7232-4969-bce3-7d3d41384535,53,56.58431535549014,1897.7886593479584,0.3825622572203211,42.46048297191888,Shipped,New Rick,Texas,Justinfurt,Florida,25.446506525351055,Amazon Logistics
93d4b77e-a6a5-48bf-ae2e-a600b92e86c7,698ec7f8-f426-4844-9bc2-ba9ca9dd2eee,2022-12-03,2024-06-17,2024-06-30,Sea,Books,bf7a08bb-2363-4df7-b913-979a0310cd3c,9,43.05131559765407,240.50837077861092,0.3472993598947399,28.081877045673018,Cancelled,East Lindsayberg,California,Carolinebury,California,5.922170850647936,USPS
d98be419-9516-4067-84ea-92f5adf68257,d9678200-84b9-4409-b41e-58db0ee1f4e0,2024-04-05,2024-04-21,2024-07-06,Sea,Books,e9498e55-180c-4da9-87cb-846cd9ae444d,96,25.60750300963216,1403.393278291649,0.45435338999794606,53.82499783219505,Shipped,Erichaven,California,Daltonland,Florida,14.778865895928588,Amazon Logistics
709408f2-515c-4820-b5fb-397414da3f48,a29b7c77-0c60-49d3-931c-40d1da24b8c1,2023-06-22,2024-02-22,2024-05-27,Sea,Electronics,7d5aa4ec-f6d8-473e-8464-de258d535dd0,87,145.54829594917558,6920.581838366156,0.4612056021269242,32.18139195153174,Shipped,New Tylerchester,New York,South Rodneyside,Texas,12.030817306607556,USPS
2d08f580-964f-45fd-a5fa-c1121c3e671f,48bd1e49-d0cf-4da8-a460-4ef7706530a9,2022-10-18,2023-09-10,2023-12-20,Air,Furniture,1bc56b1a-c0ce-45ad-86c5-b2310fbdfec9,7,58.209316811369774,248.19579649989637,0.37754615293531796,20.57239589393708,Shipped,Barbaraborough,Illinois,North Laurashire,Illinois,19.5468870064119,Amazon Logistics
584971b3-f3df-4f41-ae4f-ef2cf10273a7,23ec394f-0012-4cd0-9219-b8a7c6a9acca,2022-12-30,2024-02-15,2024-03-11,Rail,Books,b37976ae-d683-4b69-a107-39377540be6e,53,163.26433903859356,4690.197707283076,0.4414949805237116,26.268976579044114,Shipped,Cunninghamton,Texas,East Scottmouth,California,15.043606392071887,USPS
3a0eff21-62cf-45af-852c-e364bd28aabb,e731e152-8d83-4cda-a505-36c9dfe26911,2024-04-17,2024-07-18,2024-07-20,Road,Food,d0b6ec77-52b8-4a74-9c60-3f6a086f6a67,68,321.2063364888344,12785.296886039223,0.3852473498484575,39.7237790497203,Shipped,New Tylertown,Illinois,South Daniel,Texas,1.0,UPS
f01d998f-c561-40d5-8849-71daa9e4c6cf,8083a5c3-57de-41da-bd2b-37ee16ab159f,2023-01-10,2023-11-30,2024-04-18,Air,Furniture,e682f5c1-6d4e-4039-a380-b59ee58d310c,2,224.20245259141905,313.1893986511836,0.3084812349380292,23.257363640701758,Shipped,Taylormouth,Texas,Jamesport,Florida,15.73730537556849,Amazon Logistics
2f68ceae-9e03-483a-bf65-a17f31f6c704,040d7be0-ea14-436b-a1be-ea2c1b2541ab,2023-01-05,2023-10-29,2024-02-13,Rail,Furniture,d02522fe-ae23-4b21-99d7-3a5ab8ce27c6,96,253.23216986860814,12856.044246590815,0.4455733490896866,23.60375122971528,Shipped,Nolanhaven,Florida,Samanthafort,California,15.454801417874062,Amazon Logistics
6e2108a2-09f0-4c77-a44f-21329cf4f1d8,968aef56-c210-4139-86c7-1c551c47b542,2024-03-04,2024-07-20,2024-07-28,Rail,Food,4f4b7917-c551-41a2-b91e-c900a633e73d,95,23.589249922370776,1417.6514312211184,0.353693613084206,60.00354711157673,Returned,North Briannaland,California,Trevorton,Texas,15.554806723573247,Amazon Logistics
1574cd52-03c5-49e8-999b-a6bfa4f3793d,41095f2a-b754-4d7b-ad6e-0a94b0804146,2023-07-19,2023-08-10,2024-03-01,Sea,Clothing,4ca8f5ef-ea92-42c4-9362-d2d8fe2daf42,30,73.86929266511412,1245.236977386205,0.41588139698566196,8.527567793328446,Shipped,Robertside,Florida,Carolmouth,Florida,7.671990834024053,USPS
18a561d0-4de0-4652-a656-e96ee9a7e287,5ab3f755-f7fe-4711-bed1-657a141f749b,2024-02-24,2024-07-12,2024-07-23,Air,Books,2aaf53f9-f83b-4c70-b5ca-4e40f6a73732,34,260.3862876384491,4905.593399133889,0.44765365693646486,8.483559339460692,Shipped,East Juliaville,Illinois,Douglasburgh,Illinois,5.637880624493553,Amazon Logistics
59ddbc71-0134-4d20-9c98-053e91e9140c,3ccec755-1158-4e4f-801d-aace4d89687b,2022-09-17,2023-06-18,2023-11-22,Air,Food,7de4225f-5ee7-427a-b5d8-8f99ad2134c1,61,150.16303724672574,5185.143756298468,0.4126510045443569,13.177979164098124,Shipped,Tylertown,New York,Chelseahaven,Texas,9.581427925084778,USPS
a6adc963-d3a9-4249-bd71-a03b8d0c6766,2ca4544e-e08e-42c3-8a67-8fe567b9db70,2023-10-29,2024-04-27,2024-05-10,Sea,Food,6530df0d-75af-47ac-99a2-552d7a1ae492,19,55.95696240767045,612.1119707358758,0.43800164603036595,29.561222670258985,Shipped,Port Douglasmouth,Illinois,Stevenberg,Texas,9.89805366455846,USPS
2fe9c4ac-b475-4a37-b729-2c7a62cb2f88,108307f5-ce38-45ef-b26e-886bda2c30d2,2023-05-19,2023-08-24,2024-03-09,Sea,Clothing,78c44165-5d3f-4044-8cce-54072dc9413f,35,88.70226938088643,2060.994673649046,0.3658921985222628,10.495201813861785,Cancelled,Stevenburgh,New York,Nelsonfurt,Florida,2.6577095411516636,USPS
d5cfee35-32ed-4aa1-81bd-2a4b4674be94,547938ba-6dd4-4db2-8fa1-60cc591b03d1,2023-09-22,2024-05-08,2024-07-12,Road,Food,c097cbfa-0287-4af2-838e-8fbb779ced9d,78,156.16919895304216,6643.1084393675155,0.43968529763942366,37.20707883380148,Shipped,Timothybury,Florida,South Debbieland,Texas,30.25038934857768,USPS
c3961ba2-28d6-425e-bc03-0adff17df661,11c3aa9d-5e20-45d5-a0d2-303b54fc077e,2023-08-05,2024-05-02,2024-06-18,Air,Food,98e2d1d3-8faa-4777-aee8-0217ff8d96de,14,99.10723854747651,737.0837373901309,0.4585876374533674,17.92277764219292,Shipped,Pettyside,New York,New Brittany,Illinois,14.021727672619782,Amazon Logistics
08db5799-61fb-4f0d-8218-18c87d4adf48,bcec452c-8e5a-45da-a973-1e7776b3c8a8,2023-07-09,2024-02-28,2024-06-13,Road,Books,72c29a29-c0e2-4bd5-9a05-eca1b0b45d62,84,59.504033918512164,2646.5786719814455,0.47291653953226553,25.90283554018632,Shipped,Lawrenceburgh,California,Mitchellberg,Illinois,3.922921497930585,USPS
70b57a5d-d439-44f6-bf24-786b25124267,6a3f3d04-3559-4ee4-ab0a-3cf594b86721,2023-05-23,2023-06-16,2024-03-12,Road,Food,f5a5537f-3535-4e3b-96b8-08e04587eb69,28,79.38349663084631,1195.7022671347524,0.4416826969603166,23.762512026267547,Shipped,Port Mauriceville,Florida,Johnview,California,7.363774677283503,Amazon Logistics
f5440f94-76bb-4055-8529-8d4273e05d3a,c97fb87d-f6f5-412a-a468-69b3c09e70e4,2023-04-29,2023-05-17,2023-05-31,Sea,Books,ff8c5c04-0d1f-4273-999c-fb7db501a423,44,91.66168306536312,2316.0545240505085,0.4150380048735287,61.50799101248834,Returned,Michaelside,Illinois,Fosterchester,Florida,12.197518881235839,UPS
a23d6413-33bc-4a29-bbbf-0dccef14a519,c2d4a408-a707-491c-b17a-ec4ceb0b4ffe,2022-12-13,2024-06-09,2024-07-14,Rail,Food,a348500e-affb-49e3-a032-da915d5fa300,23,81.48084687979507,1012.4549706180258,0.47985453843178183,29.33504795187434,Cancelled,Jonathantown,Texas,Lake Victoria,Illinois,12.906169112091181,Amazon Logistics
d267822c-9737-47e9-81cc-fc94e00b94b6,529269d6-a141-4dd0-9eea-b2a8fc07a746,2022-10-20,2023-06-25,2023-06-29,Air,Books,c73462bc-61ed-4b82-8afd-4ad850a98ae4,53,235.68046368036875,6565.915689433502,0.48274533257621777,14.395028556873816,Returned,Lake Lindafort,Texas,West Mistyhaven,New York,23.902871948992985,DHL
6abbc297-c495-4ef8-a009-4fb5f19e1aab,b4512304-1dae-4ea6-b798-81d35222700e,2022-08-14,2024-04-29,2024-06-29,Rail,Books,ab944f1e-c823-431a-81a5-cc592dc146ef,99,178.86640302912335,11349.4119034224,0.3688337746302036,28.609857070691852,Shipped,South Leslietown,California,New Steve,Texas,19.299753292350736,UPS
d5328e48-85b7-4ffd-899c-dc1fda09433f,aab64520-d8df-4cca-b04c-0f9171a9aae7,2023-09-21,2024-06-24,2024-07-28,Rail,Books,9d439b3b-0b3b-4578-a6d9-ae825c383c03,30,18.314272798960168,321.48284436831364,0.4369022498296202,30.41149003025239,Shipped,Armstrongburgh,Texas,Lake Janetfurt,Texas,3.356774333474879,UPS
